date_cleaned,topic_split,count
2024-11-05,armed conflicts and attacks,6
2024-11-05,disasters and accidents,6
2024-11-05,international relations,6
2024-11-05,law and crime and politics,6
2024-11-05,politics and elections and economics,6
2024-11-05,science and technology,6
2024-11-06,armed conflicts and attacks,5
2024-11-06,business and economics,5
2024-11-06,disasters and accidents,5
2024-11-06,law and crime and politics,5
2024-11-06,politics and elections and economics,5
2024-11-07,armed conflicts and attacks,5
2024-11-07,disasters and accidents,5
2024-11-07,international relations,5
2024-11-07,law and crime and politics,5
2024-11-07,politics and elections and economics,5
2024-11-08,armed conflicts and attacks,6
2024-11-08,arts and culture,6
2024-11-08,disasters and accidents,6
2024-11-08,health and environment,6
2024-11-08,international relations,6
2024-11-08,law and crime and politics,6
2024-11-09,armed conflicts and attacks,5
2024-11-09,disasters and accidents,5
2024-11-09,international relations,5
2024-11-09,law and crime and politics,5
2024-11-09,politics and elections and economics,5
2024-11-10,armed conflicts and attacks,5
2024-11-10,disasters and accidents,5
2024-11-10,law and crime and politics,5
2024-11-10,politics and elections and economics,5
2024-11-10,sports,5
2024-11-11,armed conflicts and attacks,5
2024-11-11,disasters and accidents,5
2024-11-11,international relations,5
2024-11-11,law and crime and politics,5
2024-11-11,politics and elections and economics,5
2024-11-12,armed conflicts and attacks,5
2024-11-12,arts and culture,5
2024-11-12,disasters and accidents,5
2024-11-12,law and crime and politics,5
2024-11-12,politics and elections and economics,5
2024-11-13,armed conflicts and attacks,6
2024-11-13,business and economics,6
2024-11-13,disasters and accidents,6
2024-11-13,international relations,6
2024-11-13,law and crime and politics,6
2024-11-13,politics and elections and economics,6
2024-11-14,armed conflicts and attacks,6
2024-11-14,arts and culture,6
2024-11-14,business and economics,6
2024-11-14,disasters and accidents,6
2024-11-14,health and environment,6
2024-11-14,politics and elections and economics,6
2024-11-15,armed conflicts and attacks,6
2024-11-15,business and economics,6
2024-11-15,disasters and accidents,6
2024-11-15,international relations,6
2024-11-15,law and crime and politics,6
2024-11-15,politics and elections and economics,6
2024-11-16,armed conflicts and attacks,7
2024-11-16,arts and culture,7
2024-11-16,disasters and accidents,7
2024-11-16,health and environment,7
2024-11-16,international relations,7
2024-11-16,law and crime and politics,7
2024-11-16,politics and elections and economics,7
2024-11-17,armed conflicts and attacks,6
2024-11-17,disasters and accidents,6
2024-11-17,health and environment,6
2024-11-17,law and crime and politics,6
2024-11-17,politics and elections and economics,6
2024-11-17,sports,6
2024-11-18,armed conflicts and attacks,5
2024-11-18,business and economics,5
2024-11-18,disasters and accidents,5
2024-11-18,international relations,5
2024-11-18,law and crime and politics,5
2024-11-19,armed conflicts and attacks,6
2024-11-19,business and economics,6
2024-11-19,international relations,6
2024-11-19,law and crime and politics,6
2024-11-19,politics and elections and economics,6
2024-11-19,science and technology,6
2024-11-20,armed conflicts and attacks,6
2024-11-20,business and economics,6
2024-11-20,disasters and accidents,6
2024-11-20,law and crime and politics,6
2024-11-20,politics and elections and economics,6
2024-11-20,science and technology,6
2024-11-21,armed conflicts and attacks,6
2024-11-21,disasters and accidents,6
2024-11-21,health and environment,6
2024-11-21,international relations,6
2024-11-21,law and crime and politics,6
2024-11-21,science and technology,6
2024-11-22,armed conflicts and attacks,7
2024-11-22,business and economics,7
2024-11-22,disasters and accidents,7
2024-11-22,health and environment,7
2024-11-22,law and crime and politics,7
2024-11-22,politics and elections and economics,7
2024-11-22,science and technology,7
2024-11-23,armed conflicts and attacks,5
2024-11-23,disasters and accidents,5
2024-11-23,international relations,5
2024-11-23,politics and elections and economics,5
2024-11-23,sports,5
2024-11-24,armed conflicts and attacks,4
2024-11-24,law and crime and politics,4
2024-11-24,politics and elections and economics,4
2024-11-24,sports,4
2024-11-25,armed conflicts and attacks,8
2024-11-25,business and economics,8
2024-11-25,disasters and accidents,8
2024-11-25,international relations,8
2024-11-25,law and crime and politics,8
2024-11-25,politics and elections and economics,8
2024-11-25,science and technology,8
2024-11-25,sports,8
2024-11-26,armed conflicts and attacks,6
2024-11-26,business and economics,6
2024-11-26,disasters and accidents,6
2024-11-26,law and crime and politics,6
2024-11-26,politics and elections and economics,6
2024-11-26,science and technology,6
2024-11-27,armed conflicts and attacks,5
2024-11-27,arts and culture,5
2024-11-27,international relations,5
2024-11-27,law and crime and politics,5
2024-11-27,politics and elections and economics,5
2024-11-28,armed conflicts and attacks,5
2024-11-28,disasters and accidents,5
2024-11-28,international relations,5
2024-11-28,law and crime and politics,5
2024-11-28,politics and elections and economics,5
2024-11-29,armed conflicts and attacks,3
2024-11-29,disasters and accidents,3
2024-11-29,politics and elections and economics,3
2024-11-30,armed conflicts and attacks,6
2024-11-30,business and economics,6
2024-11-30,disasters and accidents,6
2024-11-30,law and crime and politics,6
2024-11-30,politics and elections and economics,6
2024-11-30,sports,6
2025-01-01,armed conflicts and attacks,7
2025-01-01,arts and culture,7
2025-01-01,business and economics,7
2025-01-01,disasters and accidents,7
2025-01-01,international relations,7
2025-01-01,law and crime and politics,7
2025-01-01,politics and elections and economics,7
2025-01-02,armed conflicts and attacks,6
2025-01-02,business and economics,6
2025-01-02,disasters and accidents,6
2025-01-02,international relations,6
2025-01-02,politics and elections and economics,6
2025-01-02,science and technology,6
2025-01-03,armed conflicts and attacks,9
2025-01-03,business and economics,9
2025-01-03,disasters and accidents,9
2025-01-03,health and environment,9
2025-01-03,international relations,9
2025-01-03,law and crime and politics,9
2025-01-03,politics and elections and economics,9
2025-01-03,science and technology,9
2025-01-03,sports,9
2025-01-04,armed conflicts and attacks,4
2025-01-04,disasters and accidents,4
2025-01-04,law and crime and politics,4
2025-01-04,politics and elections and economics,4
2025-01-05,armed conflicts and attacks,7
2025-01-05,arts and culture,7
2025-01-05,disasters and accidents,7
2025-01-05,international relations,7
2025-01-05,law and crime and politics,7
2025-01-05,politics and elections and economics,7
2025-01-05,sports,7
2025-01-06,armed conflicts and attacks,7
2025-01-06,business and economics,7
2025-01-06,disasters and accidents,7
2025-01-06,health and environment,7
2025-01-06,international relations,7
2025-01-06,law and crime and politics,7
2025-01-06,politics and elections and economics,7
2025-01-07,armed conflicts and attacks,8
2025-01-07,business and economics,8
2025-01-07,disasters and accidents,8
2025-01-07,health and environment,8
2025-01-07,international relations,8
2025-01-07,law and crime and politics,8
2025-01-07,politics and elections and economics,8
2025-01-07,science and technology,8
2025-01-08,armed conflicts and attacks,5
2025-01-08,disasters and accidents,5
2025-01-08,international relations,5
2025-01-08,law and crime and politics,5
2025-01-08,politics and elections and economics,5
2025-01-09,armed conflicts and attacks,5
2025-01-09,disasters and accidents,5
2025-01-09,international relations,5
2025-01-09,law and crime and politics,5
2025-01-09,politics and elections and economics,5
2025-01-10,armed conflicts and attacks,6
2025-01-10,disasters and accidents,6
2025-01-10,health and environment,6
2025-01-10,international relations,6
2025-01-10,law and crime and politics,6
2025-01-10,politics and elections and economics,6
2025-01-11,armed conflicts and attacks,5
2025-01-11,disasters and accidents,5
2025-01-11,international relations,5
2025-01-11,law and crime and politics,5
2025-01-11,politics and elections and economics,5
2025-01-12,armed conflicts and attacks,5
2025-01-12,disasters and accidents,5
2025-01-12,health and environment,5
2025-01-12,international relations,5
2025-01-12,politics and elections and economics,5
2025-01-13,armed conflicts and attacks,5
2025-01-13,business and economics,5
2025-01-13,disasters and accidents,5
2025-01-13,law and crime and politics,5
2025-01-13,politics and elections and economics,5
2025-01-14,armed conflicts and attacks,7
2025-01-14,disasters and accidents,7
2025-01-14,health and environment,7
2025-01-14,international relations,7
2025-01-14,law and crime and politics,7
2025-01-14,politics and elections and economics,7
2025-01-14,science and technology,7
2025-01-15,armed conflicts and attacks,7
2025-01-15,disasters and accidents,7
2025-01-15,health and environment,7
2025-01-15,international relations,7
2025-01-15,law and crime and politics,7
2025-01-15,politics and elections and economics,7
2025-01-15,science and technology,7
2025-01-16,armed conflicts and attacks,7
2025-01-16,disasters and accidents,7
2025-01-16,international relations,7
2025-01-16,law and crime and politics,7
2025-01-16,politics and elections and economics,7
2025-01-16,science and technology,7
2025-01-16,sports,7
2025-01-17,armed conflicts and attacks,8
2025-01-17,business and economics,8
2025-01-17,disasters and accidents,8
2025-01-17,health and environment,8
2025-01-17,international relations,8
2025-01-17,law and crime and politics,8
2025-01-17,politics and elections and economics,8
2025-01-17,science and technology,8
2025-01-18,armed conflicts and attacks,5
2025-01-18,disasters and accidents,5
2025-01-18,health and environment,5
2025-01-18,law and crime and politics,5
2025-01-18,politics and elections and economics,5
2025-01-19,armed conflicts and attacks,5
2025-01-19,disasters and accidents,5
2025-01-19,law and crime and politics,5
2025-01-19,politics and elections and economics,5
2025-01-19,science and technology,5
2025-01-20,armed conflicts and attacks,5
2025-01-20,business and economics,5
2025-01-20,law and crime and politics,5
2025-01-20,politics and elections and economics,5
2025-01-20,sports,5
2025-01-21,armed conflicts and attacks,6
2025-01-21,business and economics,6
2025-01-21,disasters and accidents,6
2025-01-21,international relations,6
2025-01-21,law and crime and politics,6
2025-01-21,politics and elections and economics,6
2025-01-22,armed conflicts and attacks,5
2025-01-22,business and economics,5
2025-01-22,disasters and accidents,5
2025-01-22,international relations,5
2025-01-22,law and crime and politics,5
2025-01-23,disasters and accidents,4
2025-01-23,law and crime and politics,4
2025-01-23,politics and elections and economics,4
2025-01-23,sports,4
2025-01-24,armed conflicts and attacks,7
2025-01-24,arts and culture,7
2025-01-24,business and economics,7
2025-01-24,disasters and accidents,7
2025-01-24,international relations,7
2025-01-24,law and crime and politics,7
2025-01-24,politics and elections and economics,7
2025-01-25,armed conflicts and attacks,6
2025-01-25,disasters and accidents,6
2025-01-25,international relations,6
2025-01-25,law and crime and politics,6
2025-01-25,politics and elections and economics,6
2025-01-25,sports,6
2025-01-26,armed conflicts and attacks,7
2025-01-26,business and economics,7
2025-01-26,disasters and accidents,7
2025-01-26,international relations,7
2025-01-26,law and crime and politics,7
2025-01-26,politics and elections and economics,7
2025-01-26,sports,7
2025-01-27,armed conflicts and attacks,5
2025-01-27,business and economics,5
2025-01-27,international relations,5
2025-01-27,law and crime and politics,5
2025-01-27,politics and elections and economics,5
2025-01-28,armed conflicts and attacks,6
2025-01-28,business and economics,6
2025-01-28,disasters and accidents,6
2025-01-28,law and crime and politics,6
2025-01-28,politics and elections and economics,6
